MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,band_gap,formula,formation_energy
8.0,83.0,75.0,31.4,28.079999999999995,8.0,9.0,87.0,78.0,66.7,28.220000000000006,87.0,15.9994,208.9804,192.981,75.45976,71.352432,15.9994,54.8,1936.0,1881.2,480.91999999999996,511.34399999999994,54.8,2.0,16.0,14.0,11.8,5.68,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,215.0,149.0,116.1,60.120000000000005,66.0,0.89,3.44,2.55,2.571,1.0428,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7,1.6200000000000003,4.0,0.0,10.0,10.0,1.1,1.78,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,2.0,29.0,27.0,8.6,5.76,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,0.9,2.0,0.0,9.0,9.0,0.9,1.6200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.4,1.44,2.0,9.105,63.59,54.485,24.3625,18.309000000000005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00022471,0.00040447799999999994,0.0,12.0,229.0,217.0,73.6,86.24000000000001,12.0,1.4518,Ba2LuBiO6,-2.8643274956666667
8.0,83.0,75.0,29.636363636363637,26.809917355371898,8.0,9.0,87.0,78.0,66.81818181818181,25.71900826446281,87.0,15.9994,208.9804,192.981,70.80932727272727,68.24798016528926,15.9994,54.8,1936.0,1881.2,521.1090909090909,508.70082644628104,54.8,2.0,16.0,14.0,10.909090909090908,6.297520661157026,16.0,2.0,6.0,4.0,3.5454545454545454,1.7851239669421488,2.0,66.0,215.0,149.0,118.36363636363636,57.12396694214875,66.0,0.89,3.44,2.55,2.4563636363636365,1.0730578512396693,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4545454545454546,1.7851239669421488,4.0,0.0,10.0,10.0,1.0,1.6363636363636365,0.0,0.0,14.0,14.0,2.5454545454545454,4.1652892561983474,0.0,2.0,29.0,27.0,8.0,5.454545454545454,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3636363636363635,0.9917355371900828,2.0,0.0,9.0,9.0,0.8181818181818182,1.487603305785124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.1818181818181817,1.3884297520661155,2.0,9.105,63.59,54.485,24.22863636363636,16.74190082644628,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.0002042818181818182,0.00037142148760330586,0.0,12.0,229.0,217.0,84.54545454545455,92.33057851239668,12.0,2.0754,Ba2LuMgBiO6,-2.655126721060607
8.0,71.0,63.0,26.727272727272727,23.107438016528928,8.0,9.0,87.0,78.0,66.72727272727273,25.669421487603298,87.0,15.9994,174.9668,158.9674,62.88020000000001,58.156363636363636,15.9994,54.8,1936.0,1881.2,553.78,544.3418181818182,54.8,2.0,16.0,14.0,10.909090909090908,6.297520661157026,16.0,2.0,6.0,4.0,3.4545454545454546,1.6694214876033058,2.0,66.0,215.0,149.0,117.54545454545455,56.23140495867768,66.0,0.89,3.44,2.55,2.459090909090909,1.070082644628099,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4545454545454546,1.7851239669421488,4.0,0.0,10.0,10.0,1.0,1.6363636363636365,0.0,0.0,14.0,14.0,1.2727272727272727,2.3140495867768593,0.0,2.0,17.0,15.0,6.7272727272727275,3.3719008264462813,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3636363636363635,0.9917355371900828,2.0,0.0,9.0,9.0,0.8181818181818182,1.487603305785124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.1818181818181817,1.3884297520661155,2.0,9.105,63.59,54.485,24.102272727272727,16.581074380165287,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.0002042818181818182,0.00037142148760330586,0.0,12.0,229.0,217.0,98.54545454545455,94.41322314049586,12.0,1.7144,Ba2LuMgSbO6,-2.6872911919696976
8.0,71.0,63.0,27.2,23.04,8.0,9.0,87.0,78.0,62.8,29.04,87.0,15.9994,174.9668,158.9674,63.852358,57.4235496,15.9994,54.8,2750.0,2695.2,701.48,776.016,54.8,2.0,16.0,14.0,10.8,6.24,16.0,2.0,6.0,4.0,3.5,1.8,2.0,66.0,215.0,149.0,117.7,62.040000000000006,66.0,0.89,3.44,2.55,2.529,1.0932,3.44,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,4.0,4.0,0.5,0.8,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,2.0,17.0,15.0,6.2,2.16,6.0,0.0,1.0,1.0,0.1,0.18000000000000002,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.8,2.0799999999999996,2.0,9.105,63.59,54.485,22.8855,17.4777,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00022471,0.00040447799999999994,0.0,12.0,229.0,217.0,95.3,99.96,12.0,2.851,Ba2LuNbO6,-3.5062734356666665
8.0,71.0,63.0,28.2,24.24,8.0,9.0,87.0,78.0,66.6,28.160000000000004,87.0,15.9994,174.9668,158.9674,66.73772,60.88598400000001,15.9994,54.8,1936.0,1881.2,516.858,554.4696,54.8,2.0,16.0,14.0,11.8,5.68,16.0,2.0,6.0,4.0,3.5,1.8,2.0,66.0,215.0,149.0,115.2,59.040000000000006,66.0,0.89,3.44,2.55,2.5740000000000003,1.0392,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7,1.6200000000000003,4.0,0.0,10.0,10.0,1.1,1.78,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,2.0,17.0,15.0,7.2,3.5200000000000005,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,0.9,2.0,0.0,9.0,9.0,0.9,1.6200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.4,1.44,2.0,9.105,63.59,54.485,24.2235,18.142200000000003,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00022471,0.00040447799999999994,0.0,12.0,229.0,217.0,89.0,92.4,12.0,3.2383,Ba2LuSbO6,-3.1285257716666672
8.0,73.0,65.0,30.4,26.879999999999995,8.0,9.0,87.0,78.0,62.9,28.920000000000005,87.0,15.9994,180.94788,164.94848,72.656508,67.98852959999999,15.9994,54.8,3290.0,3235.2,755.48,840.816,54.8,2.0,16.0,14.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,215.0,149.0,118.3,62.75999999999999,66.0,0.89,3.44,2.55,2.519,1.1052,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,3.0,3.0,0.4,0.64,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,2.0,19.0,17.0,7.6,4.159999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.8,2.0799999999999996,2.0,9.105,63.59,54.485,22.8795,17.481299999999997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00022471,0.00040447799999999994,0.0,12.0,229.0,217.0,95.3,99.96,12.0,3.4089,Ba2LuTaO6,-3.6264090854
8.0,92.0,84.0,32.3,29.160000000000004,8.0,9.0,87.0,78.0,60.1,32.279999999999994,87.0,15.9994,238.02891,222.02951,78.364611,74.83825320000001,15.9994,54.8,1936.0,1881.2,567.28,614.976,54.8,2.0,16.0,14.0,10.6,6.480000000000001,16.0,2.0,7.0,5.0,3.7,2.04,2.0,66.0,215.0,149.0,120.9,65.88,66.0,0.89,3.44,2.55,2.507,1.1196,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,14.0,14.0,1.7,2.7199999999999998,0.0,2.0,17.0,15.0,6.3,2.1399999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,11.0,11.0,1.1,1.98,0.0,0.0,20.0,20.0,4.1,4.159999999999999,2.0,9.105,63.59,54.485,23.07,17.367,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00022471,0.00040447799999999994,0.0,12.0,229.0,217.0,78.7,83.18,12.0,2.0388,Ba2LuUO6,-3.69928473166667
8.0,83.0,75.0,30.727272727272727,28.198347107438018,8.0,9.0,87.0,78.0,70.9090909090909,23.041322314049587,87.0,15.9994,208.9804,192.981,73.90147272727273,72.18343801652894,15.9994,54.8,1000.0,945.2,394.6,370.6909090909091,54.8,2.0,16.0,14.0,12.0,5.454545454545454,16.0,2.0,6.0,4.0,3.5454545454545454,1.7851239669421488,2.0,66.0,215.0,149.0,114.81818181818181,53.256198347107436,66.0,0.89,3.44,2.55,2.5245454545454544,0.9986776859504132,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.727272727272727,1.487603305785124,4.0,0.0,10.0,10.0,1.8181818181818181,2.975206611570248,0.0,0.0,14.0,14.0,2.5454545454545454,4.1652892561983474,0.0,2.0,29.0,27.0,9.090909090909092,7.239669421487604,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6363636363636365,0.8925619834710744,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6363636363636365,0.8925619834710744,2.0,9.105,63.59,54.485,24.6,17.214545454545455,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,68.0,81.45454545454545,12.0,2.346,Ba2Mg(BiO3)2,-2.2260193677272726
8.0,56.0,48.0,20.545454545454547,15.239669421487603,8.0,9.0,87.0,78.0,65.81818181818181,23.50413223140496,87.0,15.9994,137.327,121.3276,46.62016272727272,37.461770743801644,15.9994,54.8,1768.0,1713.2,617.0727272727273,613.3884297520661,54.8,2.0,16.0,14.0,10.909090909090908,5.553719008264463,16.0,2.0,6.0,4.0,3.1818181818181817,1.322314049586777,2.0,66.0,215.0,149.0,110.81818181818181,48.89256198347107,66.0,0.89,3.44,2.55,2.4990909090909095,1.0264462809917354,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.1818181818181817,1.9834710743801656,4.0,0.0,7.0,7.0,1.2727272727272727,2.0826446280991737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.454545454545454,1.884297520661157,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0909090909090908,0.9917355371900828,2.0,0.0,3.0,3.0,0.5454545454545454,0.8925619834710742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6363636363636365,0.8925619834710744,2.0,9.105,63.59,54.485,20.471818181818183,16.11900826446281,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.2815402181818182,0.46070217520661155,0.0,12.0,229.0,217.0,101.0909090909091,97.19008264462809,12.0,0.5113000000000003,Ba2Mg(CoO3)2,-1.8413764504545456
8.0,56.0,48.0,23.77777777777778,16.641975308641975,8.0,9.0,87.0,78.0,62.44444444444444,23.753086419753085,87.0,15.9994,137.327,121.3276,54.44984444444444,40.87702716049383,15.9994,54.8,1357.77,1302.97,650.86,529.8311111111111,54.8,2.0,16.0,14.0,10.222222222222221,5.481481481481482,16.0,2.0,6.0,4.0,3.4444444444444446,1.382716049382716,2.0,66.0,215.0,149.0,122.11111111111111,49.876543209876544,66.0,0.89,3.44,2.55,2.2944444444444443,1.0182716049382714,3.44,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,0.0,4.0,4.0,1.7777777777777777,1.9753086419753088,4.0,0.0,10.0,10.0,2.2222222222222223,3.45679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,5.777777777777778,2.5185185185185186,6.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,2.0,2.0,0.8888888888888888,0.9876543209876544,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1111111111111112,0.7901234567901234,2.0,9.105,63.59,54.485,23.18111111111111,17.959506172839507,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,127.77777777777777,102.91358024691357,12.0,0.5882999999999994,Ba2Mg(CuO2)2,-1.847760462777778
8.0,56.0,48.0,20.923076923076923,17.27810650887574,8.0,9.0,87.0,78.0,67.84615384615384,23.59763313609468,87.0,15.9994,137.327,121.3276,47.60570769230769,42.484795266272194,15.9994,54.8,2896.0,2841.2,704.1076923076923,799.1479289940829,54.8,2.0,16.0,14.0,11.23076923076923,5.8698224852071,16.0,2.0,6.0,4.0,3.1538461538461537,1.4437869822485208,2.0,66.0,215.0,149.0,108.23076923076923,51.97633136094674,66.0,0.89,3.44,2.55,2.686923076923077,0.9268639053254437,3.44,1.0,2.0,1.0,1.8461538461538463,0.26035502958579876,2.0,0.0,4.0,4.0,2.4615384615384617,1.893491124260355,4.0,0.0,5.0,5.0,0.7692307692307693,1.301775147928994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.076923076923077,1.4201183431952664,6.0,0.0,1.0,1.0,0.15384615384615385,0.2603550295857988,0.0,0.0,2.0,2.0,1.2307692307692308,0.9467455621301775,2.0,0.0,5.0,5.0,0.7692307692307693,1.301775147928994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.1538461538461537,1.1834319526627217,2.0,9.105,63.59,54.485,19.560769230769232,14.059644970414201,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,92.76923076923077,99.40828402366864,12.0,1.4981,Ba2Mg(MoO4)2,-2.486186247307693
12.0,56.0,44.0,24.0,11.636363636363637,16.0,9.0,88.0,79.0,63.63636363636363,27.37190082644628,88.0,24.305,137.327,113.02199999999999,53.37118181818182,30.529388429752068,32.065,388.36,1941.0,1552.6399999999999,830.4690909090909,482.30082644628106,388.36,2.0,16.0,14.0,10.0,6.545454545454546,16.0,3.0,6.0,3.0,3.727272727272727,0.9256198347107438,3.0,105.0,215.0,110.0,138.27272727272728,36.29752066115702,105.0,0.89,2.58,1.69,1.968181818181818,0.6674380165289256,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.1818181818181817,1.9834710743801656,4.0,0.0,2.0,2.0,0.36363636363636365,0.5950413223140495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.545454545454546,1.586776859504132,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0909090909090908,0.9917355371900828,2.0,0.0,8.0,8.0,1.4545454545454546,2.380165289256198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.5454545454545454,1.9834710743801656,2.0,16.69,63.59,46.900000000000006,30.74284090909091,11.944421487603307,25.786875,0.0,2.202,2.202,1.201090909090909,1.091900826446281,2.202,0.0,2.25333333333e-05,2.25333333333e-05,4.0969696969636364e-06,6.704132231395042e-06,0.0,70.0,229.0,159.0,132.72727272727272,68.42975206611571,70.0,0.6782999999999997,Ba2Mg(TiS3)2,-1.2971547633333322
8.0,74.0,66.0,25.846153846153847,24.09467455621302,8.0,9.0,87.0,78.0,68.0,23.384615384615383,87.0,15.9994,183.84,167.8406,61.12570769230769,61.204795266272185,15.9994,54.8,3695.0,3640.2,827.0307692307692,950.4378698224853,54.8,2.0,16.0,14.0,11.23076923076923,5.8698224852071,16.0,2.0,6.0,4.0,3.3076923076923075,1.6568047337278105,2.0,66.0,215.0,149.0,109.46153846153847,53.49112426035503,66.0,0.89,3.44,2.55,2.7176923076923076,0.8889940828402367,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4615384615384617,1.893491124260355,4.0,0.0,4.0,4.0,0.6153846153846154,1.0414201183431953,0.0,0.0,14.0,14.0,2.1538461538461537,3.6449704142011834,0.0,2.0,20.0,18.0,7.230769230769231,3.9289940828402368,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2307692307692308,0.9467455621301775,2.0,0.0,6.0,6.0,0.9230769230769231,1.5621301775147929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.1538461538461537,1.1834319526627217,2.0,9.105,63.59,54.485,19.616153846153846,14.034082840236685,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,92.76923076923077,99.40828402366864,12.0,1.8231,Ba2Mg(WO4)2,-2.609539240384615
1.0,56.0,55.0,10.533333333333333,12.711111111111112,1.0,9.0,92.0,83.0,76.13333333333334,21.15555555555555,92.0,1.00794,137.327,136.31906,23.843226666666666,30.44704888888889,1.00794,14.01,1000.0,985.99,327.27333333333337,417.6844444444444,14.01,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,1.0,6.0,5.0,2.066666666666667,1.4222222222222223,1.0,31.0,215.0,184.0,77.53333333333333,62.04444444444445,31.0,0.89,2.2,1.31,1.8473333333333335,0.4702222222222223,2.2,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,6.615,63.59,56.975,17.466666666666665,14.46888888888889,6.615,0.0,7.853,7.853,5.235333333333333,3.490222222222222,7.853,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,198.66666666666666,8.088888888888881,194.0,3.0265000000000004,Ba2Mg3H10,-0.4619834904999995
8.0,56.0,48.0,17.40740740740741,10.809327846364884,8.0,9.0,87.0,78.0,70.0,18.074074074074073,87.0,15.9994,137.327,121.3276,37.913839896296295,25.353748224965702,15.9994,54.8,1811.0,1756.2,742.4125925925927,713.0797256515775,54.8,2.0,16.0,14.0,11.851851851851851,4.471879286694101,16.0,2.0,6.0,4.0,3.0,1.037037037037037,2.0,66.0,215.0,149.0,103.44444444444444,38.831275720164605,66.0,0.89,3.44,2.55,2.5596296296296295,0.9129766803840877,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.1481481481481484,1.9204389574759944,4.0,0.0,6.0,6.0,1.7777777777777777,2.5020576131687244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.925925925925926,1.3058984910836766,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.4074074074074074,1.1467764060356653,2.0,0.0,4.0,4.0,1.1851851851851851,1.6680384087791496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5925925925925926,1.1906721536351166,2.0,9.105,63.59,54.485,14.679259259259261,8.121015089163238,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6253815703703703,0.880166654595336,0.0,12.0,229.0,217.0,114.88888888888889,106.69958847736625,12.0,1.4333,Ba2MgAl2(Fe4O7)2,-1.9898710864814808
8.0,83.0,75.0,27.818181818181817,24.495867768595044,8.0,9.0,87.0,78.0,70.81818181818181,22.991735537190085,87.0,15.9994,208.9804,192.981,65.97234545454545,62.091821487603305,15.9994,54.8,1000.0,945.2,427.27090909090913,406.3319008264463,54.8,2.0,16.0,14.0,12.0,5.454545454545454,16.0,2.0,6.0,4.0,3.4545454545454546,1.6694214876033053,2.0,66.0,215.0,149.0,114.0,52.36363636363637,66.0,0.89,3.44,2.55,2.5272727272727273,0.995702479338843,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.727272727272727,1.4876033057851243,4.0,0.0,10.0,10.0,1.8181818181818181,2.975206611570248,0.0,0.0,14.0,14.0,1.2727272727272727,2.31404958677686,0.0,2.0,29.0,27.0,7.818181818181818,5.1570247933884295,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6363636363636365,0.8925619834710742,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6363636363636365,0.8925619834710742,2.0,9.105,63.59,54.485,24.473636363636363,17.053719008264466,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,82.0,89.0909090909091,12.0,0.9859,Ba2MgBiSbO6,-2.3103311831818187
9.0,56.0,47.0,16.65,11.175,9.0,9.0,93.0,84.0,78.4,20.439999999999998,93.0,18.9984032,137.327,118.3285968,37.31745174,26.947913130000007,18.9984032,53.5,1768.0,1714.5,428.2885,524.7039,53.5,2.0,17.0,15.0,13.65,4.6899999999999995,17.0,2.0,6.0,4.0,2.75,1.05,2.0,57.0,215.0,158.0,87.65,42.910000000000004,57.0,0.89,3.98,3.09,3.2235,1.0591000000000002,3.98,1.0,2.0,1.0,1.95,0.09500000000000004,2.0,0.0,5.0,5.0,3.5,2.1,5.0,0.0,10.0,10.0,1.2,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,6.65,1.3949999999999998,7.0,0.0,1.0,1.0,0.05,0.095,0.0,0.0,1.0,1.0,0.7,0.42000000000000004,1.0,0.0,3.0,3.0,0.3,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.05,0.39,1.0,9.7075,63.59,53.88250000000001,15.876749999999998,10.243974999999997,9.7075,0.0,1.97,1.97,1.379,0.8274000000000001,1.97,0.0,1.5484712,1.5484712,0.15484712,0.278724816,0.0,15.0,229.0,214.0,73.75,82.25,15.0,0.9756,Ba2MgCo2CuF14,-2.93064302525
