id,formula,bandgap,formation_energy,density,volume,n_elements,energy_per_volume,is_binary,is_ternary,bg_category
mp-28281,H4I3N,1.575899999999999,-0.5370794171875001,3.78234842718481,700.2454382634817,3,-0.0007669873844796301,0,1,medium
mp-1181417,H4N2O3,1.5921999999999992,-0.313211301666666,1.137115574368806,467.55186296944953,3,-0.0006698963825690748,0,1,medium
mp-1181430,H4N2O3,1.6042,-0.337829448333333,1.167009169763485,455.57525937474975,3,-0.0007415447642986233,0,1,medium
mp-1181505,H4N2O3,1.1686,-0.458582795277777,1.343984501542294,395.5852947691005,3,-0.0011592513709222875,0,1,medium
mp-23790,H4N2O3,3.11,-0.7256005911111111,1.649020957365584,161.20489640625084,3,-0.004501107641808425,0,1,wide
mp-24834,H4N2O3,3.3108,-0.7556062558333331,1.634427318869252,650.577115384403,3,-0.0011614399553339224,0,1,wide
mp-625631,H4N2O3,1.4141,-0.144918205,1.335186346395617,398.19198768991873,3,-0.00036394053491817403,0,1,medium
mp-625664,H4N2O3,0.7209,-0.035031375833333,1.327624371687546,400.4600371503547,3,-8.747783195200649e-05,0,1,narrow
mp-625994,H4N2O3,1.489199999999999,-0.272837371944444,1.062644339118627,500.3183902985622,3,-0.0005453274899242257,0,1,medium
mp-626006,H4N2O3,1.9504,-0.260476131111111,1.057977648198663,502.52527178899135,3,-0.0005183343917885269,0,1,medium
mp-626113,H4N2O3,2.7379,-0.361095013333333,1.67992315145276,158.23953159641349,3,-0.0022819519856409716,0,1,wide
mp-632734,H4N2O3,3.0705,-0.7490675211111111,1.61965858191315,164.12733867026174,3,-0.0045639411884696255,0,1,wide
mp-634429,H4N2O3,3.1285,-0.7429867816666671,1.8469002559197687,143.933193875416,3,-0.005162025253950613,0,1,wide
mp-696659,H4N2O3,3.3864,-0.7354160094444441,1.5809462724246202,336.2925827911465,3,-0.002186833867522948,0,1,wide
mp-707104,H4N2O3,3.230099999999999,-0.745256759305555,1.652663028820629,643.3985584915196,3,-0.0011583127588175627,0,1,wide
mp-1212676,H4NF3,2.1194,-0.897665988749999,1.064309241189731,468.2711935936122,3,-0.0019169788811075914,0,1,medium
